Match Number,Round Number,Date,Location,Home Team,Away Team,Result
168,19,25/01/2025 14:30,Europa-Park Stadion,SC Freiburg,Bayern München,1 - 2
170,19,25/01/2025 14:30,Signal Iduna Park,Dortmund,SV Werder Bremen,2 - 2
171,19,25/01/2025 14:30,Red Bull Arena,Leipzig,Leverkusen,2 - 2
164,19,25/01/2025 17:30,Borussia-Park,Borussia Mönchengladbach,VfL Bochum 1848,3 - 0
169,19,26/01/2025 14:30,PreZero Arena,Hoffenheim,Frankfurt,2 - 2
163,19,26/01/2025 16:30,Millerntor-Stadion,FC St. Pauli,1. FC Union Berlin,3 - 0
175,20,31/01/2025 19:30,Weser-Stadion,SV Werder Bremen,1. FSV Mainz 05,1 - 0
172,20,01/02/2025 14:30,Millerntor-Stadion,FC St. Pauli,FC Augsburg,1 - 1
173,20,01/02/2025 14:30,Vonovia Ruhrstadion,VfL Bochum 1848,SC Freiburg,0 - 1
176,20,01/02/2025 14:30,Voith-Arena,1. Heidenheim,Dortmund,1 - 2
178,20,01/02/2025 14:30,Allianz Arena,Bayern München,Holstein Kiel,4 - 3
