Match Number,Round Number,Date,Location,Home Team,Away Team,Result
163,19,12/01/2025 13:30,New Sivas 4 Eylül Stadium,Sivasspor,Alanyaspor,1 - 1
164,19,12/01/2025 16:00,Papara Park,Trabzonspor,Antalyaspor,5 - 0
169,19,12/01/2025 19:00,Kalyon Stadium,Gaziantep,Adana Demirspor,1 - 0
171,19,12/01/2025 19:00,Basaksehir Fatih Terim Stadium,Istanbul Basaksehir,Galatasaray,1 - 2
168,19,13/01/2025 20:00,Konya Metropolitan Municipality Stadium,Konyaspor,Fenerbahçe,2 - 3
170,19,13/01/2025 20:00,Gürsel Aksel Stadium,Göztepe,Kasimpasa,5 - 0
176,20,17/01/2025 20:00,Mersin Stadium,Hatayspor,Galatasaray,1 - 1
174,20,18/01/2025 13:30,Basaksehir Fatih Terim Stadium,Istanbul Basaksehir,Çaykur Rizespor,2 - 0
180,20,18/01/2025 16:00,Kalyon Stadium,Gaziantep,Bodrum,0 - 0
179,20,18/01/2025 19:00,Besiktas Park,Besiktas,Samsunspor,0 - 0
178,20,19/01/2025 13:30,Gürsel Aksel Stadium,Göztepe,Antalyaspor,1 - 0
175,20,19/01/2025 16:00,Konya Metropolitan Municipality Stadium,Konyaspor,Kasimpasa,3 - 3
173,20,19/01/2025 19:00,New Adana Stadium,Adana Demirspor,Fenerbahçe,0 - 4
177,20,19/01/2025 19:00,Recep Tayyip Erdogan Stadium,Eyüpspor,Alanyaspor,3 - 0
172,20,20/01/2025 20:00,Papara Park,Trabzonspor,Sivasspor,4 - 0
187,21,24/01/2025 20:00,Samsun 19 Mayis Stadium,Samsunspor,Gaziantep,2 - 1
183,21,25/01/2025 13:30,New Sivas 4 Eylül Stadium,Sivasspor,Kayserispor,5 - 2
189,21,25/01/2025 16:00,Alanya Oba Stadium,Alanyaspor,Istanbul Basaksehir,5 - 4
186,21,25/01/2025 19:00,Rams Park,Galatasaray,Konyaspor,1 - 0
181,21,26/01/2025 13:30,Rize City Stadium,Çaykur Rizespor,Adana Demirspor,3 - 2
184,21,26/01/2025 16:00,Bodrum District Stadium,Bodrum,Eyüpspor,0 - 1
185,21,26/01/2025 16:00,Corendon Airlines Park,Antalyaspor,Besiktas,1 - 1
188,21,26/01/2025 19:00,Ülker Stadium,Fenerbahçe,Göztepe,3 - 2
182,21,27/01/2025 20:00,Recep Tayyip Erdogan Stadium,Kasimpasa,Hatayspor,5 - 4
190,22,31/01/2025 20:00,Recep Tayyip Erdogan Stadium,Eyüpspor,Sivasspor,1 - 0
198,22,31/01/2025 20:00,Konya Metropolitan Municipality Stadium,Konyaspor,Bodrum,3 - 1
196,22,01/02/2025 13:30,Mersin Stadium,Hatayspor,Antalyaspor,2 - 3
191,22,01/02/2025 16:00,RHG Enertürk Enerji Stadium,Kayserispor,Trabzonspor,0 - 0
197,22,01/02/2025 19:00,Basaksehir Fatih Terim Stadium,Istanbul Basaksehir,Samsunspor,4 - 0
193,22,02/02/2025 13:30,New Adana Stadium,Adana Demirspor,Kasimpasa,3 - 5
195,22,02/02/2025 16:00,Gürsel Aksel Stadium,Göztepe,Alanyaspor,0 - 1
192,22,02/02/2025 19:00,Ülker Stadium,Fenerbahçe,Çaykur Rizespor,3 - 2
194,22,03/02/2025 20:00,Kalyon Stadium,Gaziantep,Galatasaray,0 - 1
205,23,07/02/2025 20:00,Samsun 19 Mayis Stadium,Samsunspor,Hatayspor,2 - 0
204,23,08/02/2025 16:00,RHG Enertürk Enerji Stadium,Kayserispor,Konyaspor,3 - 2
203,23,08/02/2025 19:00,New Sivas 4 Eylül Stadium,Sivasspor,Besiktas,0 - 2
201,23,09/02/2025 13:30,Recep Tayyip Erdogan Stadium,Kasimpasa,Çaykur Rizespor,3 - 2
199,23,09/02/2025 16:00,Rams Park,Galatasaray,Adana Demirspor,
200,23,09/02/2025 16:00,Alanya Oba Stadium,Alanyaspor,Fenerbahçe,0 - 2
207,23,09/02/2025 19:00,Corendon Airlines Park,Antalyaspor,Istanbul Basaksehir,0 - 0
202,23,10/02/2025 20:00,Papara Park,Trabzonspor,Eyüpspor,1 - 0
206,23,10/02/2025 20:00,Bodrum District Stadium,Bodrum,Göztepe,0 - 0
214,24,14/02/2025 20:00,New Adana Stadium,Adana Demirspor,Antalyaspor,1 - 1
208,24,15/02/2025 13:30,Kalyon Stadium,Gaziantep,Sivasspor,2 - 1
216,24,15/02/2025 16:00,Basaksehir Fatih Terim Stadium,Istanbul Basaksehir,Bodrum,0 - 1
209,24,15/02/2025 19:00,Besiktas Park,Besiktas,Trabzonspor,2 - 1
213,24,16/02/2025 13:30,Mersin Stadium,Hatayspor,Alanyaspor,1 - 0
210,24,16/02/2025 16:00,Recep Tayyip Erdogan Stadium,Eyüpspor,Kayserispor,1 - 1
215,24,16/02/2025 16:00,Konya Metropolitan Municipality Stadium,Konyaspor,Samsunspor,0 - 1
211,24,16/02/2025 19:00,Ülker Stadium,Fenerbahçe,Kasimpasa,3 - 1
212,24,17/02/2025 20:00,Rize City Stadium,Çaykur Rizespor,Galatasaray,1 - 2
221,25,21/02/2025 20:00,Recep Tayyip Erdogan Stadium,Eyüpspor,Besiktas,1 - 3
225,25,21/02/2025 20:00,Bodrum District Stadium,Bodrum,Hatayspor,1 - 0
222,25,22/02/2025 13:30,New Sivas 4 Eylül Stadium,Sivasspor,Konyaspor,1 - 1
220,25,22/02/2025 16:00,Corendon Airlines Park,Antalyaspor,Kasimpasa,2 - 1
219,25,22/02/2025 19:00,Samsun 19 Mayis Stadium,Samsunspor,Çaykur Rizespor,2 - 3
