Round,Match,Home Team,Away Team,Home Goals,Away Goals,Home Elo Before,Away Elo Before,Home Elo After,Away Elo After
29,Samsunspor vs Kasimpasa,Samsunspor,Kasimpasa,0.0,2.0,1598.5159617112652,1520.1523082692568,1532.2503916362157,1586.4178783443062
29,Trabzonspor vs Göztepe,Trabzonspor,Göztepe,1.0,1.0,1527.7086717246643,1450.3906132043155,1508.311786786171,1469.7874981428088
29,Besiktas vs Galatasaray,Besiktas,Galatasaray,2.0,1.0,1565.6974652487434,1795.093619357269,1606.3809807952182,1754.4101038107942
29,Eyüpspor vs Istanbul Basaksehir,Eyüpspor,Istanbul Basaksehir,1.0,3.0,1525.34406604049,1415.0109417827694,1456.0048250765178,1484.3501827467414
30,Adana Demirspor vs Kayserispor,Adana Demirspor,Kayserispor,0.0,2.0,1228.572939186277,1493.1883078078617,1203.429883309574,1518.3313636845646
30,Çaykur Rizespor vs Sivasspor,Çaykur Rizespor,Sivasspor,1.0,1.0,1424.288261385909,1390.7696490823137,1409.1728698200684,1405.8850406481542
30,Istanbul Basaksehir vs Konyaspor,Istanbul Basaksehir,Konyaspor,1.0,0.0,1484.3501827467414,1485.338748813213,1506.0250065368807,1463.6639250230737
30,Antalyaspor vs Samsunspor,Antalyaspor,Samsunspor,2.0,1.0,1474.0136023477933,1532.2503916362157,1500.4247454154672,1505.8392485685417
30,Alanyaspor vs Bodrum,Alanyaspor,Bodrum,0.0,1.0,1409.4555273531269,1487.784758527549,1377.5867455963355,1519.6535402843404
30,Hatayspor vs Eyüpspor,Hatayspor,Eyüpspor,0.0,1.0,1342.5386941780816,1456.0048250765178,1313.7008714929743,1484.8426477616251
30,Fenerbahçe vs Trabzonspor,Fenerbahçe,Trabzonspor,4.0,1.0,1823.315864995376,1508.311786786171,1832.137836951589,1499.489814829958
30,Kasimpasa vs Besiktas,Kasimpasa,Besiktas,1.0,3.0,1586.4178783443062,1606.3809807952182,1531.231030336682,1661.5678288028425
30,Göztepe vs Gaziantep,Göztepe,Gaziantep,0.0,2.0,1469.7874981428088,1542.8199989837246,1421.3016540901813,1591.3058430363521
29,Konyaspor vs Iskenderun,Konyaspor,Iskenderun,3.0,0.0,1463.6639250230737,1500.0,1506.6500944349295,1457.0138305881442
29,Trabzonspor vs Bodrum,Trabzonspor,Bodrum,3.0,2.0,1499.489814829958,1519.6535402843404,1522.7150204214834,1496.428334692815
29,Fenerbahçe vs Galatasaray,Fenerbahçe,Galatasaray,1.0,2.0,1832.137836951589,1754.4101038107942,1788.0034743894457,1798.5444663729374
29,Besiktas vs Göztepe,Besiktas,Göztepe,1.0,3.0,1661.5678288028425,1421.3016540901813,1582.6922432312738,1500.17723966175
